campaign,sequence,width,height,qp,gop,implementation,operation,mode,metric,n,mean,median,sample_std,cv_percent,minimum,maximum,ci95_low,ci95_high
full,akiyo-qcif,176,144,0,100,python,decode,throughput,codec_seconds,10,1.61334458299998,1.6094472515032976,0.01822234606099074,1.1294763842146278,1.5869675049834768,1.641186017003747,1.6003091019019409,1.626380064098019
full,akiyo-qcif,176,144,0,100,python,decode,throughput,process_fps,10,8.585660897956362,8.621025306967109,0.12766628093800814,1.486970921113323,8.380976448051491,8.747772428191594,8.494333942225511,8.676987853687214
full,akiyo-qcif,176,144,0,100,python,decode,throughput,process_seconds,10,11.649658184299733,11.599550906499644,0.17420524030205786,1.4953678257859497,11.431481651000468,11.931783918000292,11.525039262590298,11.774277106009169
full,akiyo-qcif,176,144,0,100,python,decode,throughput,throughput_fps,10,61.990153636721374,62.133133076910624,0.6999477496503046,1.1291273026232242,60.93154521421424,63.01326251859277,61.489441180178034,62.490866093264714
full,akiyo-qcif,176,144,0,100,python,encode,memory,process_peak_rss_mib,10,1473.862109375,1473.580078125,3.0271379578351,0.2053881389975332,1469.73828125,1479.609375,1471.6966253314833,1476.0275934185167
full,akiyo-qcif,176,144,0,100,python,encode,throughput,codec_seconds,10,1.663658854504638,1.66610452750092,0.020707825570035834,1.2447158570980996,1.6299238849915128,1.696787248016335,1.648845368475111,1.678472340534165
full,akiyo-qcif,176,144,0,100,python,encode,throughput,process_fps,10,8.594702284463475,8.636016492222716,0.11474376853514873,1.3350522768260333,8.380445702396353,8.70897474317175,8.51261953722273,8.67678503170422
full,akiyo-qcif,176,144,0,100,python,encode,throughput,process_seconds,10,11.636969738800417,11.579435096500674,0.15775232869103262,1.355613464947399,11.482407855000929,11.93253957500201,11.524120521035544,11.74981895656529
full,akiyo-qcif,176,144,0,100,python,encode,throughput,throughput_fps,10,60.11686416575037,60.020743609408235,0.7487421970447949,1.2454777996743325,58.934907789357275,61.35255819048306,59.5812462642895,60.652482067211245
full,akiyo-qcif,176,144,21,1,python,decode,memory,process_peak_rss_mib,10,1375.6984375,1376.18359375,2.6841258393129337,0.1951100449158527,1372.19140625,1378.52734375,1373.7783295443057,1377.6185454556942
full,akiyo-qcif,176,144,21,1,python,decode,throughput,codec_seconds,10,2.453712840199819,2.4488906144879365,0.06291783255448813,2.564188910930767,2.3141777830278443,2.5285086130024865,2.408704134172148,2.49872154622749
full,akiyo-qcif,176,144,21,1,python,decode,throughput,process_fps,10,8.00419608990286,8.002271430503553,0.12722590369385758,1.5894900907581537,7.818647202458363,8.148409902778807,7.913184161074852,8.095208018730869
full,akiyo-qcif,176,144,21,1,python,decode,throughput,process_seconds,10,12.496292642700269,12.496611950999977,0.19892704740997785,1.5918885152404096,12.272333031000016,12.789936342000146,12.35398880554767,12.638596479852866
full,akiyo-qcif,176,144,21,1,python,decode,throughput,throughput_fps,10,40.77924733409032,40.835280824544824,1.0700821893248662,2.624085188620701,39.54900508772823,43.21189181462157,40.01375664998166,41.544738018198984
full,akiyo-qcif,176,144,21,1,python,encode,memory,process_peak_rss_mib,10,1401.321484375,1401.515625,2.6947815814159464,0.19230288063540532,1397.578125,1407.3671875,1399.3937537606039,1403.249214989396
full,akiyo-qcif,176,144,21,1,python,encode,throughput,codec_seconds,10,2.6659206705000313,2.65681193949149,0.03537733206137317,1.3270211845702689,2.610769753995555,2.7137316610096605,2.6406132516944854,2.6912280893055773
full,akiyo-qcif,176,144,21,1,python,encode,throughput,process_fps,10,7.875807990770356,7.898892264521098,0.085427277501734,1.0846795351263776,7.708758847827757,7.9763281303126075,7.814696997849708,7.936918983691005
full,akiyo-qcif,176,144,21,1,python,encode,throughput,process_seconds,10,12.698465116300394,12.660011607500337,0.13882615322105024,1.0932514437736727,12.53709706600057,12.972256880000714,12.59915486886192,12.797775363738868
full,akiyo-qcif,176,144,21,1,python,encode,throughput,throughput_fps,10,37.5164404870427,37.63943310454145,0.49796478198476357,1.327324169137925,36.84962718929785,38.30287977212802,37.16021794131092,37.87266303277448
full,akiyo-qcif,176,144,21,30,python,decode,memory,process_peak_rss_mib,10,1406.9421875,1407.044921875,2.418929380281325,0.17192812908535554,1403.11328125,1411.0859375,1405.2117896627176,1408.6725853372825
full,akiyo-qcif,176,144,21,30,python,decode,throughput,codec_seconds,10,1.6402670069007854,1.6400750634975338,0.020777812483226445,1.2667335498313312,1.6050704230005977,1.6678603479958838,1.6254034552495786,1.6551305585519922
full,akiyo-qcif,176,144,21,30,python,decode,throughput,process_fps,10,8.561264488844353,8.569720185656482,0.13888994942735858,1.6223064899856483,8.35640279883028,8.787447665497416,8.461908604349121,8.660620373339585
full,akiyo-qcif,176,144,21,30,python,decode,throughput,process_seconds,10,11.683284551299858,11.669376532499427,0.18953199873444,1.6222492733291602,11.379868627000178,11.966871680000622,11.547701527099402,11.818867575500313
full,akiyo-qcif,176,144,21,30,python,decode,throughput,throughput_fps,10,60.97450602133092,60.972939089252094,0.7738728803347313,1.26917449739405,59.95705822742349,62.302562284497824,60.42091071202638,61.52810133063546
full,akiyo-qcif,176,144,21,30,python,encode,memory,process_peak_rss_mib,10,1473.718359375,1473.78515625,2.638975339666937,0.17906917715174012,1469.77734375,1477.68359375,1471.8305501410364,1475.6061686089638
full,akiyo-qcif,176,144,21,30,python,encode,throughput,codec_seconds,10,1.706158694896169,1.7104975635011215,0.025576956681355057,1.4990959960445875,1.6593528899575176,1.74526282899933,1.687862042299997,1.7244553474923408
full,akiyo-qcif,176,144,21,30,python,encode,throughput,process_fps,10,8.519375749914987,8.538384438290048,0.11463774963633629,1.3456120847525739,8.336941766679804,8.678935230744235,8.437368844025672,8.601382655804303
full,akiyo-qcif,176,144,21,30,python,encode,throughput,process_seconds,10,11.739869729000782,11.711818793500697,0.15859360060731237,1.3508974483383027,11.522150740998768,11.994806104999952,11.626418701560784,11.85332075644078
full,akiyo-qcif,176,144,21,30,python,encode,throughput,throughput_fps,10,58.62310136335018,58.46304661214228,0.8826042584333063,1.5055570891121264,57.29796013436919,60.2644564668581,57.991724311825195,59.254478414875166
full,akiyo-qcif,176,144,21,100,python,decode,memory,process_peak_rss_mib,10,1405.358984375,1405.248046875,2.120678025750194,0.15089938224526417,1403.05078125,1408.9765625,1403.841942703902,1406.876026046098
full,akiyo-qcif,176,144,21,100,python,decode,throughput,codec_seconds,10,1.6072311449039263,1.606055390005622,0.014766972966896117,0.9187834004908377,1.5893545819963038,1.6335592879895557,1.596667488811514,1.6177948009963385
full,akiyo-qcif,176,144,21,100,python,decode,throughput,process_fps,10,8.653656719380864,8.650336581084598,0.04606746619471488,0.5323468180976195,8.598244800649953,8.752681876321127,8.62070203929709,8.686611399464638
full,akiyo-qcif,176,144,21,100,python,decode,throughput,process_seconds,10,11.556102109900394,11.560244128500017,0.06128031564263521,0.5302853424091405,11.425069643000825,11.630280635001327,11.51226481290429,11.599939406896498
full,akiyo-qcif,176,144,21,100,python,decode,throughput,throughput_fps,10,62.22351213837959,62.2644000822612,0.5693562652714192,0.9150178858519289,61.216021196923556,62.91862189392333,61.81621920204995,62.63080507470923
full,akiyo-qcif,176,144,21,100,python,encode,memory,process_peak_rss_mib,10,1474.299609375,1474.798828125,1.6432044557868613,0.11145661610013348,1471.578125,1475.76171875,1473.124131719602,1475.475087030398
full,akiyo-qcif,176,144,21,100,python,encode,throughput,codec_seconds,10,1.6625978173051408,1.6603575520011873,0.014348695723150305,0.8630286635650534,1.6356494659976306,1.6830552579967843,1.65233337872766,1.6728622558826216
full,akiyo-qcif,176,144,21,100,python,encode,throughput,process_fps,10,8.552402113140985,8.550773062343413,0.0929900898326496,1.0872979146965966,8.42279495143694,8.703974694265487,8.485881010190724,8.618923216091247
full,akiyo-qcif,176,144,21,100,python,encode,throughput,process_seconds,10,11.693861979700433,11.694851115498295,0.12678017120045038,1.0841599757251297,11.489003991002392,11.872543565000342,11.603168908689806,11.78455505071106
full,akiyo-qcif,176,144,21,100,python,encode,throughput,throughput_fps,10,60.15088074445714,60.22799827089216,0.5206302380562929,0.8655405068266911,59.41575567698388,61.13779393374305,59.778444308197216,60.523317180717065
full,akiyo-qcif,176,144,42,1,python,decode,memory,process_peak_rss_mib,10,1375.456640625,1375.330078125,2.11849514539067,0.1540212234118872,1372.421875,1378.640625,1373.9411604924421,1376.972120757558
full,akiyo-qcif,176,144,42,1,python,decode,throughput,codec_seconds,10,2.4866314921030606,2.486410387497017,0.024254895182046973,0.9754117270321173,2.456425168998976,2.5254272800029867,2.46928058533056,2.503982398875561
full,akiyo-qcif,176,144,42,1,python,decode,throughput,process_fps,10,7.98180299617439,7.999169150688756,0.1280377418657817,1.6041205467881017,7.772211938515448,8.135496093878334,7.890210313303551,8.07339567904523
full,akiyo-qcif,176,144,42,1,python,decode,throughput,process_seconds,10,12.531420884200088,12.501326082500327,0.20249887874916364,1.6159291162622988,12.291813411999101,12.866350118998525,12.386561912831977,12.676279855568199
full,akiyo-qcif,176,144,42,1,python,decode,throughput,throughput_fps,10,40.218482879594916,40.21879712096232,0.3915055650324222,0.9734468756678407,39.597259755537976,40.70956496539695,39.93841666991611,40.49854908927372
full,akiyo-qcif,176,144,42,1,python,encode,memory,process_peak_rss_mib,10,1402.605859375,1403.49609375,2.6407395718590614,0.18827381578426977,1398.09765625,1405.8828125,1400.7167880853538,1404.494930664646
